29070,219
3381,64
89096,412
15482,301
6308,116
32803,62
19956,290
49405,538
64782,565
9082,243
73441,514
56248,756
61349,537
60596,851
9397,173
30735,508
40525,562
80835,96
95795,551
30974,305
55482,387
42598,682
14823,323
12891,276
80893,421
27981,38
84925,650
64612,912
24166,128
87151,749
90368,632
2534,234
49222,223
40880,523
32635,251
48945,472
53021,654
75297,429
10638,323
75710,707
14539,332
72027,932
55032,457
58827,653
59640,661
24904,409
84527,871
26847,378
54384,634
16402,36
59771,620
60643,804
94259,617
2582,287
21459,10
93107,864
41731,661
87393,823
82469,813
67346,503
45372,25
80992,239
58233,786
5068,231
17598,166
46766,645
3672,6
69603,709
76078,795
12587,392
56546,520
10728,363
49217,676
55198,682
36120,592
16130,296
29372,327
24677,13
38479,271
69129,711
76894,716
94819,682
11733,148
71094,727
59263,770
51545,207
31317,497
61064,835
24215,383
58348,443
89418,907
64076,851
61539,820
76597,805
17459,373
37871,474
68873,832
33243,532
61882,378
99735,691
74492,650
23957,18
9657,92
33861,592
8658,269
2840,13
14222,174
92401,938
38761,18
77415,806
53596,201
22474,92
16888,345
88945,360
71534,128
20753,221
88397,42
68986,838
20944,174
13891,194
82777,916
84800,38
39657,121
76323,699
32596,561
59241,868
29488,200
39766,487
43130,506
72351,889
63516,713
80515,727
77143,407
50388,654
86020,500
84371,773
30060,90
33338,7
97594,895
27964,246
99673,916
85738,160
5387,328
22097,78
52020,664
19113,416
88148,557
94651,756
86746,818
18367,452
54167,778
25943,59
67157,848
40193,346
63296,586
98167,455
37397,458
72759,500
56875,632
85401,758
80596,343
56413,562
16632,14
82726,930
1430,216
58761,94
39010,455
58606,216
69390,914
86943,872
34363,456
27023,497
44209,353
86501,521
97755,452
41822,595
40192,160
65234,897
70148,919
73961,416
1093,91
49973,750
86855,650
7505,269
62099,48
91680,910
96526,284
7835,249
8316,73
99355,523
22133,46
63180,862
82901,934
75774,910
66446,790
32190,113
28867,223
23015,378
26029,279
70532,756
55190,804
34504,237
99331,150
22119,374
30256,393
77760,936
30713,13
29775,334
57862,798
17100,164
31639,573
45759,524
57356,184
87085,535
94694,804
95143,782
24633,456
23500,284
51597,334
83697,804
11698,339
78801,184
54364,5
97831,683
17876,435
66981,882
81679,405
16307,424
48261,699
86333,7
30614,521
2986,79
2969,129
71286,902
48043,279
7426,21
39143,653
89287,458
99057,665
14815,314
17326,244
44362,303
31185,542
27704,189
22567,35
17422,276
59840,871
26823,338
97991,774
32256,489
97268,336
15225,45
71749,345
3064,307
29320,59
81271,11
43051,473
4400,305
98228,848
9682,365
49595,58
3960,334
95326,713
63791,379
62029,852
57060,543
71398,539
3307,239
56410,746
60538,706
95933,796
95831,653
41654,496
30645,474
16106,22
82286,770
21133,305
12101,255
83708,21
61042,682
37848,280
1546,195
83447,922
71965,717
69820,942
8871,332
12653,399
8064,46
64927,593
36513,389
81093,416
40566,472
60795,343
83675,936
28876,62
28082,532
34496,405
48995,94
18420,399
85690,46
40207,115
90017,919
48197,451
53516,469
56724,81
58525,390
1929,59
47892,707
3279,159
91008,239
86414,682
35714,506
3448,10
92908,833
40415,65
17936,31
73853,703
85194,221
52335,672
32165,504
88952,867
83442,843
36276,541
19244,7
41893,380
56345,801
72778,771
65085,908
30971,481
22308,259
69204,918
72869,903
25480,109
78766,524
38027,363
27046,299
78044,747
66637,334
98755,847
13244,334
4355,59
52060,499
43743,391
55202,758
3155,131
67104,942
92482,805
24826,387
15798,345
21841,373
11636,373
38877,417
37485,512
40238,610
25376,417
42198,654
43709,618
74129,847
39668,456
34299,480
18089,329
7986,25
50471,463
2787,13
73459,933
89937,425
16670,313
76923,494
29332,157
43600,64
62462,891
44996,436
84096,774
12016,62
46895,627
12262,331
738,293
9372,279
47712,707
3475,274
28874,293
95455,846
97824,840
70514,610
60402,653
65669,901
19566,407
15437,405
4975,334
35712,504
64521,613
15187,181
89582,460
27172,385
83105,870
33956,405
94561,554
10875,223
31583,499
53246,334
16205,260
48344,500
94836,922
23662,442
65847,458
58463,786
94905,862
17939,314
95875,903
4644,255
89914,33
56,87
83196,758
65027,902
49049,500
94103,843
40946,368
69199,796
45511,546
74253,592
89198,701
75102,709
16027,75
47231,532
43289,668
31288,10
483,214
7857,167
65313,896
10977,57
73803,660
19846,63
77639,467
16388,94
50908,319
73192,642
5773,1
12031,335
99507,760
97843,916
15574,95
27915,95
38432,617
75476,535
95454,58
40351,648
78393,718
76723,666
14428,325
26947,86
84596,406
73032,389
76635,454
73763,707
32060,58
58026,784
76454,62
31682,174
54104,668
76701,864
46283,650
47077,386
96186,599
54229,144
22069,406
80866,931
36138,373
80301,830
81911,279
16094,360
77091,454
14441,412
65247,342
85307,87
30726,249
95419,607
65893,882
69619,823
86707,636
43395,445
83325,695
87537,875
64280,807
15263,376
27773,504
30975,334
70207,417
3068,217
82940,916
9797,178
73957,925
23428,178
40491,655
34177,454
51621,234
96301,919
13860,116
29785,276
56506,180
68898,125
17990,106
79020,72
69917,13
86419,771
47912,735
58397,738
20498,253
75022,495
61867,198
71803,621
66049,743
5456,268
73621,176
34120,422
26007,366
9161,92
99597,657
98108,910
41670,666
99342,102
63080,682
1989,1
42362,588
30709,425
98326,601
37475,198
83537,41
53419,671
38427,450
53015,180
20044,59
10339,130
89756,699
63913,530
2912,207
10531,311
39383,621
85739,840
84866,868
24416,378
1603,102
34387,485
45865,452
71493,618
44359,630
53755,805
90334,924
65938,90
73391,452
28013,189
9738,263
65784,703
72409,619
27803,451
16599,362
84601,899
7478,221
86275,618
61452,617
58276,635
38503,625
71133,796
4455,130
67099,790
40542,532
7198,315
54583,709
99481,580
77593,790
36459,537
42274,459
47679,588
64059,830
53379,727
62923,447
62079,676
36733,350
8404,174
16734,334
90509,887
62198,609
74154,379
90756,6
85628,878
99140,561
73913,798
5657,233
85316,796
49306,608
77711,497
88908,352
44282,219
12155,48
54474,747
98473,890
18914,216
74271,871
29816,374
20009,461
27996,82
6253,64
1347,99
66743,130
51268,305
9004,59
71957,40
75281,874
34704,138
40724,605
85710,508
11059,258
73953,487
49940,450
52721,617
26041,406
31173,398
47211,526
95151,913
49470,244
82443,619
7840,10
42369,528
53441,521
95380,799
74470,919
84418,653
40341,532
92297,843
1664,145
30329,92
36137,221
86567,393
26536,515
49672,303
72085,405
423,151
95744,916
272,301
78469,505
14355,280
21831,270
12188,393
45340,13
40296,282
89206,943
87929,806
54789,715
25646,450
69759,798
31806,342
61535,863
55215,606
27794,123
82718,866
27002,436
92046,902
53424,541
41256,405
94966,943
80134,437
45487,77
47218,450
44435,336
9916,128
66329,913
86219,698
10008,293
68943,943
82208,940
70410,224
54408,210
5052,275
45316,347
63897,454
51271,401
95706,807
46160,634
19287,297
4643,59
66547,887
52357,648
31514,264
73946,637
19885,295
46872,655
63089,883
97292,545
1967,6
69014,919
54557,303
42547,582
36659,532
82459,509
95746,919
12122,42
27749,130
74967,570
56772,712
58342,795
89564,779
52520,437
50965,560
74847,1
90455,450
62778,411
73274,932
18673,445
82950,758
22986,387
37003,561
70711,880
16357,435
65301,532
60142,144
6016,97
35893,526
70309,407
46317,495
30005,528
99875,887
7746,236
66752,843
13470,311
49776,51
24329,396
18272,267
72782,777
98918,70
46963,665
42552,257
87184,864
35799,417
74390,913
4671,311
11896,58
12528,37
43503,650
61279,826
27867,519
17379,257
22770,112
13695,224
52014,504
21440,101
52508,318
8759,74
72022,795
6245,303
73801,201
27547,201
99089,727
76164,738
34158,181
52065,666
58222,835
11602,270
28461,343
54920,642
70358,919
16362,343
47143,736
7820,293
38292,392
55334,372
12507,320
46581,49
1293,44
67266,828
89484,875
40362,650
96446,192
72777,900
31586,495
64793,847
23931,450
11970,250
86641,805
45603,642
53535,747
61668,804
54829,776
26219,229
68817,766
84929,279
66433,522
14175,378
48937,501
97040,761
733,295
18729,104
4431,49
35032,90
15987,206
1431,203
28849,382
71599,886
50736,1
58907,480
35768,592
14507,234
48440,669
40472,643
25650,342
5895,55
77779,940
44164,595
15284,416
18162,365
67058,640
73497,275
21298,389
28167,454
48687,672
43789,586
15805,145
44674,385
73924,690
43844,538
89994,796
55045,435
92737,705
24685,284
76081,764
51799,783
93470,627
58250,293
43597,476
28931,532
49416,468
7940,263
50497,638
41931,268
53300,738
73364,70
41072,291
81458,81
62787,45
82236,835
95974,751
44298,497
24880,409
23636,297
92720,475
41140,343
66273,932
60011,618
57676,201
37347,137
77834,476
61935,637
21156,425
65328,913
66604,745
29366,476
88489,452
68495,668
77783,934
38922,454
9235,194
88968,195
89365,934
98435,864
74885,918
84700,679
34579,553
60487,445
42697,229
79899,503
38362,36
70926,624
45502,628
82648,883
18195,268
50326,198
80465,875
30124,100
53135,758
29461,160
92261,429
3564,271
23990,477
70343,881
37237,590
27263,533
74318,620
33903,561
60166,118
93039,416
74576,860
45156,246
37816,532
67408,690
85413,588
20622,252
13410,84
2792,235
24032,85
20273,452
88730,870
80198,886
75610,821
28271,110
96771,870
54566,738
34227,493
89256,682
41143,639
52754,637
28273,23
76774,194
30048,125
4422,94
50025,188
98685,854
64335,870
93291,798
71555,666
5143,303
31693,311
25507,354
67253,869
7070,363
1870,60
99411,733
70635,407
5816,298
50988,619
12953,20
61325,861
7925,105
92035,916
16538,434
73984,926
17893,29
11571,249
24279,452
18627,323
25721,1
97266,864
84622,519
14009,379
55957,78
92853,932
73467,18
54682,806
68993,280
21951,249
84656,806
99133,943
55136,53
71519,828
93139,825
41492,74
19410,361
8925,381
83146,679
14837,348
11730,387
7879,275
37452,149
4152,104
14773,279
29680,336
72938,788
98973,293
20894,411
38738,94
35682,399
26334,441
71730,916
6432,178
40393,648
9794,380
83777,660
10719,339
15928,269
58995,621
98795,648
95155,798
30080,104
66782,533
38058,85
5098,70
61265,537
57030,597
65967,279
3283,87
1027,291
29657,313
23276,405
87660,878
24719,399
6349,21
76710,808
47760,115
24022,426
10759,76
25336,435
3008,323
40596,537
40682,373
7961,336
37606,457
99705,847
45246,450
42574,642
48971,314
51298,596
72896,730
11925,14
99890,838
10981,196
91428,795
57718,643
11276,186
50672,609
21515,446
50917,387
35491,575
15902,393
73143,846
58060,393
4193,201
86901,399
60423,334
780,85
1122,104
37885,312
84385,336
94581,624
32808,415
59862,409
23712,44
33771,268
57838,109
55611,459
9214,276
58506,587
18986,373
79363,802
58196,640
36566,516
67618,276
38794,595
30131,389
72741,230
96195,825
86088,648
37450,64
22589,354
8250,345
31656,536
42024,603
64168,11
41350,624
65991,655
79295,166
25829,250
62059,710
10150,82
27523,200
45725,577
12828,348
94277,627
11247,102
75624,700
82041,588
15592,239
1806,151
29035,437
27244,521
71360,894
15716,309
24923,497
31737,44
18392,429
54252,712
80982,715
31122,381
8928,279
44391,301
45761,642
66556,881
34912,532
5181,343
62525,868
59945,821
56150,406
2576,81
54332,328
48710,399
13109,13
91791,877
1880,209
69236,151
71879,881
38916,639
78582,868
88427,506
54216,627
95137,933
51158,493
29514,295
37472,501
32840,385
73147,717
33406,517
99454,777
80618,189
45408,561
60101,593
6929,290
82849,896
18177,450
13035,295
73058,940
77086,442
78833,796
43255,385
97004,798
93539,451
65891,487
15052,56
55141,7
99998,13
76801,239
16744,139
64111,901
42655,466
77843,889
28700,312
70712,653
8098,6
21495,334
81632,896
21645,273
60972,334
7958,283
7785,271
12873,119
79764,860
19467,109
67762,127
26490,417
60264,877
66949,804
47236,618
43854,7
258,299
43022,200
91461,561
41593,664
31202,483
30247,486
1552,112
19607,311
63220,862
33447,167
19675,317
62127,592
91898,320
3686,239
64966,593
75307,943
38514,622
68413,751
19525,451
34274,559
26916,330
23603,373
24474,424
74490,600
86937,843
13036,10
94126,854
51015,778
52879,148
67288,881
4092,92
67715,886
29049,474
59507,761
4018,189
67708,731
92698,404
10414,236
14027,145
66138,886
98620,97
18960,435
78109,862
33586,308
74883,843
41533,487
998,230
53810,724
28538,458
71151,621
34089,128
64802,914
77442,804
96309,883
62691,468
83804,389
48436,601
93498,671
23772,270
78544,890
93357,324
81178,378
22473,76
41941,349
47693,280
53598,145
41977,453
54077,472
21605,196
81603,717
31493,474
59625,560
71337,450
3981,200
3481,208
49829,414
21739,178
81284,905
24917,407
57889,838
45616,313
56541,43
26212,122
90245,936
29163,541
52101,456
58112,222
92628,923
27221,304
14503,242
20521,264
66471,472
3001,92
32054,493
67539,541
45611,393
94236,850
93557,768
64776,234
21753,377
87750,815
43660,508
94012,807
38022,385
4211,334
60090,294
80924,85
91295,158
87218,551
62659,784
43472,629
85947,915
38609,216
17813,189
40103,554
76106,334
77541,429
69114,898
5849,94
61198,481
95161,537
58119,435
42347,90
77398,865
33279,405
12747,91
37551,85
86970,734
99088,654
25948,328
47952,704
96606,22
66691,919
32767,187
61788,592
63553,450
12894,249
47691,502
71947,551
43560,601
98690,95
34191,276
3893,287
34415,13
31670,328
25242,330
63547,221
60887,648
19942,412
9956,5
39706,644
27268,416
48281,564
78969,602
83682,502
8878,177
23862,83
60631,92
12414,64
71663,788
35232,280
65158,271
8827,190
98519,395
2706,54
14286,349
88299,917
21067,405
81546,666
53648,16
65134,717
94720,613
361,18
85705,894
65260,411
58132,543
13320,269
79933,581
73866,557
25281,234
42495,630
46319,198
73754,553
88803,401
30815,545
38714,627
54857,608
20995,145
60127,641
44571,474
17147,334
47434,551
18043,109
78066,185
84155,843
11375,206
13734,389
38538,498
79388,823
85910,397
71489,749
70113,804
98433,42
58680,826
98496,767
70860,786
49759,599
19203,193
61483,429
51212,771
44532,498
41896,551
75998,640
49725,753
65761,733
49630,157
94910,600
6540,314
56783,830
6005,339
3611,136
48078,1
26508,523
11830,342
68126,854
939,161
7159,13
14685,29
97650,724
27292,121
34722,69
51046,267
57291,92
24965,385
66939,387
52261,727
49161,610
63564,365
61416,592
1111,62
20830,64
59717,821
87142,158
72846,625
12168,269
69472,682
91950,851
60286,574
76909,758
28945,15
54974,655
51974,87
23275,407
6810,293
64717,833
36438,469
10323,303
32545,318
82585,10
56442,472
32795,389
84644,629
80040,886
73994,697
21446,7
2899,236
34648,313
1565,90
29635,234
13927,405
66324,326
1281,16
26072,145
175,43
81395,883
59130,600
52034,663
83796,610
88062,880
31992,229
10663,303
13010,347
85255,648
54579,551
60312,664
48155,483
98170,318
30144,368
55554,92
74548,655
83029,831
86200,932
78569,616
50567,601
64295,486
91686,492
70274,841
90993,180
87586,545
78189,640
6241,354
36062,619
58829,450
49895,13
30612,82
72347,336
79567,838
2118,148
3479,286
13710,286
5882,295
21332,450
65772,326
93851,851
13358,38
33929,268
29279,50
98419,348
32993,592
68536,796
35445,577
34751,498
97722,749
67777,43
17586,313
72555,693
49089,305
68826,868
57878,246
31372,416
30875,293
26980,271
75009,833
40940,207
9949,184
14177,119
84631,175
7453,276
45827,608
64058,763
5017,303
28129,387
11047,149
1410,298
54206,622
4487,201
35255,281
35452,303
26402,293
82586,216
19012,73
39527,527
24235,193
36307,56
83380,867
44293,582
78736,802
71250,894
9212,148
30555,343
72927,923
48178,94
74661,610
86259,895
66235,820
76239,405
46756,561
13132,152
77805,159
49326,486
44402,507
59635,137
60174,864
35745,617
23953,7
11048,393
53170,619
40404,263
69961,825
20202,249
15069,23
93243,588
73743,715
63653,715
71439,911
39814,417
22150,23
85421,833
34494,194
59920,474
74324,389
77612,670
70998,796
43663,648
88827,30
44325,632
5286,240
55993,421
5423,144
56454,545
97613,883
96995,932
27392,378
84803,214
71359,455
95554,514
61988,673
76256,144
52545,660
58441,437
23310,250
6622,102
27966,490
81421,452
73883,731
46473,707
64020,639
17347,342
89399,616
87962,632
91892,889
90761,130
54706,299
62761,536
15415,383
10214,201
55379,450
55564,429
73225,495
42642,588
27709,314
40283,629
48209,361
50066,664
62997,650
24398,391
64163,524
23695,407
51752,450
27865,473
94520,913
31860,16
3640,294
65089,660
91005,540
4965,342
51854,265
37436,590
54276,807
70172,881
71940,758
56287,447
56105,595
8368,85
14801,59
44745,125
69850,787
76633,7
50147,196
26387,142
86867,130
48823,655
4474,148
25841,435
19316,387
47457,644
29768,141
77732,159
62062,648
21938,222
20251,106
38150,416
86032,815
10840,256
15374,125
47147,551
6036,280
83764,823
15580,336
21318,75
57573,835
80865,722
24843,474
78917,727
5012,13
64591,486
43352,46
89599,887
24723,499
56015,116
55425,487
8733,331
61986,727
36291,553
33534,507
28687,389
42766,450
28426,286
98663,280
1488,81
66018,847
29520,328
10621,283
71669,498
56792,757
36051,279
83837,896
93884,655
23323,467
43148,161
26626,435
13281,28
40839,119
29748,224
45482,343
19349,343
32026,354
39280,180
94315,693
28987,300
38024,495
2370,7
58551,378
62554,65
38096,478
89593,708
99395,403
29877,113
30537,101
84180,829
3443,211
41200,622
98416,886
23143,158
41973,70
14915,298
5803,328
7009,138
39987,381
95237,682
44067,371
97124,798
58749,392
2306,226
58887,543
14495,305
56294,549
8219,311
37341,561
46036,665
17286,151
5213,304
8019,90
95964,756
57758,119
92476,916
45087,505
4927,49
71012,727
38248,171
77089,934
83793,387
6783,235
65054,875
74278,889
32764,584
60537,409
42651,77
87797,840
71829,870
69276,708
49559,560
82262,880
39268,90
38618,561
94037,725
84159,561
33918,496
26316,417
50634,167
20474,201
49913,458
12123,255
24240,349
81194,345
42066,455
72605,443
58235,655
22272,387
88243,643
19370,417
97610,557
60032,405
60115,59
81721,773
11449,109
17608,391
91217,828
58237,381
41243,56
68491,655
66171,892
87761,875
16451,189
71910,121
25884,280
19182,348
6688,119
50526,761
45392,670
61201,256
15104,372
11190,320
51955,630
66374,811
8133,303
20640,307
95385,135
29628,33
89019,527
90695,877
80619,621
95521,405
16122,267
59296,500
80958,667
83150,851
69310,721
34971,405
69101,794
97087,774
9599,373
6630,114
10254,196
20687,379
9450,168
58910,544
93659,896
44046,298
19219,81
8457,10
53173,684
26637,508
81280,537
99354,249
76300,577
64699,502
45623,104
61800,495
27855,90
38767,567
31397,236
86862,642
47196,712
47368,528
34615,496
97451,701
74631,497
10787,283
49946,486
17515,92
90015,234
26688,530
91678,151
84531,804
17734,125
67967,881
42322,435
49048,703
34736,198
96916,573
40037,323
40914,457
55983,567
59259,825
74384,627
28682,339
62516,792
17716,143
33214,405
49432,211
18512,28
91795,332
74436,717
84315,893
63798,833
54207,206
14283,404
68568,524
67609,829
1891,263
37802,463
20191,50
50832,128
34571,360
69324,881
26463,468
545,197
5894,164
75184,586
7816,152
90625,853
90554,917
99418,655
29436,487
91230,882
12081,158
66093,312
64569,334
46209,699
78232,308
51644,409
89783,538
18766,286
69943,674
1656,42
22561,182
98304,536
55222,304
7538,156
13920,399
66410,846
21417,463
89654,940
70818,13
71675,672
53215,389
97635,860
25978,495
6890,92
10143,155
33129,551
2197,275
22729,75
9651,249
33275,303
62674,551
64698,806
46536,472
10476,95
16068,275
44078,524
80781,568
51669,466
32694,506
86898,646
60987,750
73944,405
97405,921
64772,725
90793,378
35153,57
3056,158
62475,192
24424,43
18458,417
3910,59
9631,348
54698,772
9045,253
69464,283
92305,161
55368,573
23875,357
96977,716
29575,56
65574,870
83991,870
20917,410
89318,831
74708,847
42787,630
35748,329
46486,3
44250,682
93785,716
15771,314
59737,757
52078,497
32771,359
92186,621
7556,184
86301,875
42979,601
30406,60
39930,588
88561,916
53348,663
56897,757
81305,464
4423,262
30589,504
58543,12
94241,868
89829,562
27945,13
47025,56
38281,236
89896,561
23062,445
56564,254
58213,417
24683,144
50748,510
13574,293
86989,203
12933,91
85648,653
61941,435
69535,932
35163,583
87210,459
48950,200
11230,235
50228,497
28070,385
75769,727
97716,609
3651,194
29080,178
44743,639
18756,5
60343,314
65497,541
80000,863
46652,501
6613,239
25960,116
37723,76
26568,406
42978,654
51822,484
50652,771
60108,506
64918,643
46947,709
6019,334
94539,833
77337,682
10954,328
8167,328
61623,782
72684,711
85924,414
99488,344
47313,693
51381,389
47581,463
55223,764
18934,417
80097,331
40340,604
65959,3
70280,883
6394,16
34697,505
52502,634
51732,398
62938,592
22928,213
97317,933
46837,653
79560,537
3797,249
87130,654
86972,593
33310,494
7612,32
82447,437
68824,571
71226,11
2770,102
33522,465
83718,872
94630,700
97961,870
34588,280
47992,746
53205,159
5040,206
23507,476
28885,379
47487,661
74260,758
81655,58
66966,905
28316,328
14141,345
82638,664
64460,703
75401,863
79793,677
80875,620
48992,656
47085,379
2696,93
80689,943
39789,504
75447,452
94235,880
4210,115
11448,92
94964,308
34895,445
9882,299
53888,568
11335,313
78081,111
3914,10
66494,880
61335,64
74963,393
91994,922
98036,658
66566,846
66421,43
43165,405
16958,325
47459,457
60974,870
3833,292
3039,326
46665,416
49519,244
7621,24
4659,189
77934,880
73141,816
75715,934
18322,385
96255,648
93159,907
43048,625
55935,693
6820,56
1885,81
39378,493
63691,298
66588,491
8767,5
60682,233
18005,327
5167,22
3835,42
37304,405
95314,920
24695,450
9043,312
22880,442
37160,474
32401,271
709,268
52837,650
86411,648
48771,699
20090,378
77786,828
23967,85
74791,826
26204,56
68304,481
69082,851
59221,548
75675,899
20766,99
31962,540
60586,215
53811,7
22106,6
72339,929
65191,891
82842,747
37309,484
28994,493
12362,13
39709,95
32225,299
48615,632
41461,7
91268,880
51814,621
52056,71
74816,934
89771,751
44284,393
48526,74
80524,660
36925,551
29303,465
690,222
34791,221
73345,840
87601,805
86933,399
53160,385
87258,553
20303,280
42826,683
11907,336
80895,881
57794,535
69386,17
2596,229
28305,104
47777,130
33737,158
89691,881
33140,23
4514,49
53919,123
41255,405
95094,579
50186,749
9253,308
90255,506
54754,698
49790,290
23905,437
52025,448
50277,648
27909,299
67939,907
33333,500
44991,600
25337,301
15892,318
92864,419
90618,650
83086,881
28037,447
61179,491
38564,2
43261,592
24158,479
67485,919
50032,662
68657,828
23351,256
83512,837
2947,177
26197,181
51424,780
54631,704
41503,99
44424,655
13413,276
36836,104
96545,690
40904,538
56331,682
75425,846
61836,414
63136,405
19387,207
91630,642
29369,537
5666,234
66163,747
89315,592
45683,295
40179,566
68885,763
6043,64
1803,221
21171,197
28073,416
27403,58
59683,797
22897,299
20619,160
31985,291
91869,932
39899,201
42359,298
82441,885
53074,537
72466,758
93751,334
24129,380
67829,244
19837,305
50702,600
44995,504
50512,682
40633,650
31885,567
34013,456
39221,533
92667,942
3718,290
4442,121
2149,186
92629,151
1665,130
96242,883
40948,90
72616,363
63813,786
22961,151
79288,788
39431,561
8453,269
16175,13
34382,385
10536,178
77296,741
75845,622
46290,727
42888,299
77194,669
15569,389
50559,10
43347,618
30087,276
67181,559
78406,481
52775,551
54912,827
25958,308
58137,710
57298,663
86818,870
56044,567
49396,619
9432,296
61295,727
81180,401
17539,178
24213,181
67245,795
19751,387
97565,882
97912,699
63964,868
40035,648
48767,95
87548,328
9859,249
61415,881
56661,804
91759,578
37096,311
84893,445
23334,335
86777,642
44971,618
43493,207
11267,95
74128,843
482,222
7808,6
58270,378
74044,804
92204,758
44340,336
41511,619
49271,407
96280,916
44734,664
93464,311
77668,576
97217,882
27034,489
85652,833
45378,711
2544,14
80437,682
90371,865
93331,432
2554,94
88024,541
92094,795
78468,429
25203,250
37793,207
6164,13
3653,43
86697,931
37199,23
70319,755
46555,429
63218,807
19584,295
35261,128
66365,679
97332,244
76411,496
21274,407
82239,838
7187,123
76851,349
73188,892
81256,751
26306,365
52299,555
4779,13
71755,468
43470,450
97335,183
38231,627
74772,137
19211,373
59770,474
64201,44
47562,650
39832,638
92514,826
83977,627
7551,244
80607,633
37445,373
85063,864
60676,844
55457,559
88860,840
44759,405
89893,60
66330,922
49165,568
20330,389
98296,903
